,gene_symbol,DE,adj_pval_DE,SD_ratio,LFC,DV,adj_pval_DV,DS,adj_pval_DS,de_bs,dv_bs,ds_bs
ENSG00000062822,POLD1,0.092025828,1,0.695444899,-0.523991882,-0.118105616,0.116157218,-0.807113393,0.000102397,0,0,1
ENSG00000054282,SDCCAG8,-0.074417391,0.057752525,0.811264343,-0.301756014,-0.030595785,1,-0.807038114,0.483544597,0,0,0
ENSG00000075292,ZNF638,-0.117223561,0.077808731,0.915429636,-0.127479096,-0.021072347,1,-0.807007178,0.485920016,0,0,0
ENSG00000105618,PRPF31,-0.083203567,0.037437268,0.487145348,-1.037575806,-0.10423518,7.71E-05,-0.80692849,1,0,1,0
ENSG00000205339,IPO7,0.06600402,0.982898146,0.93296196,-0.100109835,-0.014449956,1,-0.806908803,0.127890309,0,0,0
ENSG00000163462,TRIM46,-0.215397273,0.000237019,0.869500502,-0.201741235,-0.039483825,1,-0.806897725,0.777842393,1,0,0
ENSG00000279789,AC120114.4,-0.117652728,1,1.014536784,0.020821173,0.006613053,1,-0.806874005,1,0,0,0
ENSG00000144233,AMMECR1L,0.060153855,0.245479207,0.820522719,-0.285384815,-0.027972671,1,-0.806830646,0.416706936,0,0,0
ENSG00000107290,SETX,0.074556025,0.455130789,0.754949468,-0.405548014,-0.05428202,0.424529126,-0.806822253,0.571742539,0,0,0
ENSG00000111186,WNT5B,-0.13019605,0.085994195,0.748734167,-0.417474504,-0.076190739,0.374995432,-0.806588415,0.82829562,0,0,0
ENSG00000137331,IER3,0.150253129,0.963124313,0.871486476,-0.198449818,-0.064391841,1,-0.806522678,0.06117969,0,0,0
ENSG00000160888,IER2,-0.047618638,1,0.753120473,-0.409047431,-0.080474828,0.460488756,-0.806455724,0.475571713,0,0,0
ENSG00000101189,MRGBP,-0.055686881,1,0.516062977,-0.954380961,-0.120992444,0.000500881,-0.806323438,0.140681071,0,1,0
ENSG00000205364,MT1M,0.38566706,0.004635354,0.889608902,-0.168756871,-0.070767673,1,-0.806250774,1,1,0,0
ENSG00000030419,IKZF2,0.293388406,0.008115537,0.697221263,-0.520311528,-0.169426974,0.112133479,-0.80618661,0.666410898,1,0,0
ENSG00000110066,KMT5B,-0.025717705,1,0.817084147,-0.291443434,-0.036253253,1,-0.806065121,0.686267361,0,0,0
ENSG00000204301,NOTCH4,0.189528316,0.22049421,0.908535899,-0.138384575,-0.042764417,1,-0.806052132,0.521313944,0,0,0
ENSG00000257742,ENSG00000257742,-0.132235414,0.003851439,0.759749931,-0.396403455,-0.055388949,0.527520676,-0.806001848,1,0,0,0
ENSG00000213463,SYNJ2BP,-0.052878254,1,0.707630992,-0.498930861,-0.067169803,0.13146,-0.805798221,0.521228439,0,0,0
ENSG00000080603,SRCAP,0.032435352,1,0.835677568,-0.258981685,-0.04226393,1,-0.805663136,1,0,0,0
ENSG00000105321,CCDC9,0.012918407,1,0.656663371,-0.606774113,-0.10317188,0.042675305,-0.805628308,1,0,0,0
ENSG00000279119,AC006449.7,-0.005891736,1,0.727879206,-0.458229046,-0.057568386,0.224799522,-0.805556812,1,0,0,0
ENSG00000103742,IGDCC4,0.266658316,0.003929282,0.753664291,-0.408006056,-0.11559851,0.414906919,-0.80551547,0.801543094,1,0,0
ENSG00000188786,MTF1,0.085762569,0.478330818,0.74084711,-0.432752254,-0.067623403,0.343364276,-0.805498563,0.084628101,0,0,0
ENSG00000164850,GPER1,0.32229653,0.027611639,0.894352977,-0.161083758,-0.065717345,1,-0.8054941,1,0,0,0
ENSG00000146966,DENND2A,0.06689737,1,0.760326108,-0.395309764,-0.096361844,0.515403967,-0.805299042,0.090754224,0,0,0
ENSG00000269881,AC004754.1,-0.062305773,1,0.559936784,-0.836664137,-0.162775556,0.001067607,-0.805225894,0.007896692,0,1,1
ENSG00000105355,PLIN3,0.157958043,1,0.63060892,-0.665182518,-0.228740706,0.016229571,-0.805038702,0.668230483,0,0,0
ENSG00000186501,TMEM222,-0.165392782,0.001479053,0.636933505,-0.65078533,-0.106635172,0.021982163,-0.804964516,0.558613056,1,0,0
ENSG00000267023,LRRC37A16P,0.001928385,1,0.687162989,-0.54127576,-0.115944337,0.078041607,-0.804855288,1,0,0,0
ENSG00000240053,LY6G5B,-0.308601161,0.001651618,0.762042599,-0.392056448,-0.122250686,0.58159833,-0.804850741,2.85E-05,1,0,1
ENSG00000168818,STX18,-0.088532943,0.027145653,1.096665552,0.133123616,0.015000257,1,-0.804672185,0.004004057,0,0,1
ENSG00000247240,UBL7-AS1,-0.043235318,1,0.791845045,-0.336709956,-0.086751453,0.973527313,-0.804592992,1,0,0,0
ENSG00000135744,AGT,0.173281365,0.552133648,1.05022115,0.070693155,0.023573355,1,-0.804343806,0.4645729,0,0,0
ENSG00000204560,DHX16,-0.021035695,1,0.72502277,-0.463901791,-0.053742166,0.214711102,-0.80430117,0.308670616,0,0,0
ENSG00000225872,LINC01529,0.001080155,1,1.003197201,0.004605228,0.001334603,1,-0.803792808,0.41230643,0,0,0
ENSG00000160404,TOR2A,-0.038867121,1,0.72082666,-0.472275723,-0.068508021,0.193536042,-0.803483145,0.204361701,0,0,0
ENSG00000136147,PHF11,-0.049426681,1,0.765230131,-0.386034413,-0.071711485,0.576012341,-0.80339573,1,0,0,0
ENSG00000168385,SEPT2,0.008946684,1,0.910148858,-0.135825573,-0.027841552,1,-0.803353537,1,0,0,0
ENSG00000102796,DHRS12,-0.14578922,0.114979664,0.743747773,-0.427114651,-0.090235258,0.337627758,-0.803058971,1,0,0,0
ENSG00000175544,CABP4,0.24069315,0.060654483,0.925224614,-0.112124449,-0.036812418,1,-0.803013405,1,0,0,0
ENSG00000144857,BOC,0.231128913,0.00254285,0.93180872,-0.101894263,-0.024783564,1,-0.802971694,0.423382925,1,0,0
ENSG00000248508,SRP14-AS1,-0.171224825,0.823221868,0.578090375,-0.790633044,-0.265820418,0.002869069,-0.802682421,0.000916691,0,1,1
ENSG00000279108,AC008537.3,-0.264454691,0.011430531,0.75521116,-0.40504801,-0.123102568,0.448571107,-0.802523283,1,1,0,0
ENSG00000241935,HOGA1,-0.040973134,1,0.788760729,-0.34234037,-0.102480436,0.874294438,-0.802445581,0.914088562,0,0,0
ENSG00000122862,SRGN,0.524753322,0.000229301,0.609415954,-0.714500826,-0.324507468,0.005211094,-0.802246202,0.517959632,1,1,0
ENSG00000072952,MRVI1,0.382915132,0.000145244,0.829213317,-0.27018481,-0.091913806,1,-0.80166245,0.512320521,1,0,0
ENSG00000183495,EP400,-0.051586591,1,0.763556095,-0.389193946,-0.044211907,0.617900709,-0.801409507,1,0,0,0
ENSG00000113971,NPHP3,-0.101397077,1,0.795529502,-0.330012661,-0.078871203,0.982406604,-0.801391848,0.505649057,0,0,0
ENSG00000141744,PNMT,-0.111393743,1,0.675763879,-0.565408857,-0.158157621,0.059408075,-0.801260595,0.750719349,0,0,0
ENSG00000136286,MYO1G,-0.199036882,1,0.803845743,-0.315009418,-0.212091735,1,-0.801183799,0.627951105,0,0,0
ENSG00000180098,TRNAU1AP,-0.070260671,1,0.74291211,-0.428736551,-0.072455386,0.362454405,-0.801150187,0.571742539,0,0,0
ENSG00000102241,HTATSF1,-0.083742122,0.05710103,0.669916174,-0.577947511,-0.063379947,0.074646353,-0.801146329,1,0,0,0
ENSG00000149488,TMC2,-0.038221998,1,0.615613836,-0.699902439,-0.200510663,0.006736051,-0.80110633,1,0,0,0
ENSG00000130005,GAMT,-0.301416654,1.44E-05,0.474913279,-1.074264,-0.23569447,6.53E-05,-0.800579152,0.00060117,1,1,1
ENSG00000111679,PTPN6,-0.014252442,1,0.67928144,-0.55791866,-0.185891743,0.084130851,-0.800518162,5.81E-05,0,0,1
ENSG00000266338,NBPF15,-0.00795029,1,0.549741634,-0.86317435,-0.178278486,0.000501245,-0.800391516,0.423088319,0,1,0
ENSG00000120686,UFM1,-0.057331164,0.375752718,0.801031277,-0.320069521,-0.032110087,1,-0.799790946,1,0,0,0
ENSG00000134852,CLOCK,0.061447821,1,0.688077783,-0.539356432,-0.081340671,0.102054629,-0.799709074,1,0,0,0
ENSG00000147174,GCNA,0.120795854,1,1.109807963,0.15031006,0.050523904,1,-0.799470318,0.469892437,0,0,0
ENSG00000101150,TPD52L2,-0.040468246,1,0.616651826,-0.697471951,-0.07541444,0.010647763,-0.799422894,0.029256398,0,0,0
ENSG00000117425,PTCH2,0.04489663,1,0.718332711,-0.477275882,-0.103592404,0.163766011,-0.799422727,0.209308836,0,0,0
ENSG00000011422,PLAUR,0.174505655,0.904671992,0.677284304,-0.562166533,-0.202307282,0.071803325,-0.799392482,0.107029702,0,0,0
ENSG00000105726,ATP13A1,-0.083737339,0.421846055,0.719847205,-0.474237382,-0.070487705,0.208652023,-0.799284116,1,0,0,0
ENSG00000104960,PTOV1,-0.082737085,1,0.585731154,-0.771689465,-0.140160936,0.003355791,-0.79926744,0.389115606,0,1,0
ENSG00000278919,ENSG00000278919,-0.140611593,1,0.921576901,-0.117823538,-0.039407273,1,-0.799019718,0.603703893,0,0,0
ENSG00000060339,CCAR1,-0.04075159,1,0.827774107,-0.272690974,-0.035180399,1,-0.798893644,0.582641793,0,0,0
ENSG00000163964,PIGX,0.040684873,1,0.840932092,-0.249938792,-0.033643806,1,-0.798866865,1,0,0,0
ENSG00000259357,AL590133.2,-0.058186916,1,0.54187614,-0.883964972,-0.284467338,0.001142184,-0.798486643,1,0,1,0
ENSG00000110274,CEP164,-0.270118014,2.60E-05,0.597636124,-0.742660741,-0.156326487,0.008334966,-0.798482022,0.009597444,1,0,1
ENSG00000106344,RBM28,-0.026860839,1,0.708045292,-0.498086446,-0.075387691,0.158453148,-0.798363074,0.290765946,0,0,0
ENSG00000181381,DDX60L,0.153410899,0.981761977,0.917367998,-0.124427514,-0.04112363,1,-0.798359227,1,0,0,0
ENSG00000125148,MT2A,0.343921403,0.008893059,0.851988162,-0.23109471,-0.089858553,1,-0.79797604,1,1,0,0
ENSG00000196756,SNHG17,-0.111754424,1,0.661106872,-0.597044583,-0.157107322,0.052796696,-0.797624679,0.002443479,0,0,1
ENSG00000125652,ALKBH7,-0.186626678,0.000351046,0.649560217,-0.622464819,-0.10385235,0.029035457,-0.797373024,1,1,0,0
ENSG00000240370,RPL13P5,0.1654436,0.002680114,0.78427512,-0.350568261,-0.060367827,0.832331051,-0.797360343,1,0,0,0
ENSG00000196139,AKR1C3,0.345135116,0.001281684,0.881012156,-0.18276617,-0.063586977,1,-0.797304102,0.018016988,1,0,0
ENSG00000183576,SETD3,-0.016846294,1,0.579344977,-0.787505424,-0.078516969,0.002223575,-0.797240385,0.631880567,0,1,0
ENSG00000114942,EEF1B2,-0.222350312,2.70E-05,0.619905247,-0.68988038,-0.121471839,0.009831853,-0.796945747,1,1,0,0
ENSG00000117266,CDK18,-0.107844268,1,0.572373583,-0.804971006,-0.279919338,0.001911867,-0.796695435,1,0,1,0
ENSG00000148200,NR6A1,-0.000169047,1,0.941798077,-0.086510318,-0.013769315,1,-0.796520072,0.428325828,0,0,0
ENSG00000101213,PTK6,-0.522356987,1.77E-08,0.549933268,-0.862671532,-0.274177525,0.001117844,-0.796516486,0.433792358,1,1,0
ENSG00000130684,ZNF337,-0.153303271,0.002134212,0.71632562,-0.481312553,-0.07506883,0.165030992,-0.796479237,0.053626286,1,0,0
ENSG00000278769,AC090510.3,-0.041042431,1,0.833937596,-0.261988666,-0.053147424,1,-0.796441449,1,0,0,0
ENSG00000228798,ENSG00000228798,0.004463986,1,1.290856748,0.368328908,0.103692735,0.638640236,-0.796414022,0.310291736,0,0,0
ENSG00000169756,LIMS1,0.223804258,0.005318357,0.728415587,-0.457166301,-0.11049374,0.243771754,-0.796325222,1,0,0,0
ENSG00000203805,PLPP4,0.009727341,1,0.731918326,-0.450245426,-0.136005146,0.274512857,-0.796133716,0.539716046,0,0,0
ENSG00000100784,RPS6KA5,0.109490444,0.160953302,0.764016458,-0.388324379,-0.065025676,0.549148205,-0.796029611,1,0,0,0
ENSG00000126822,PLEKHG3,-0.149796517,0.78280256,0.542019998,-0.883582014,-0.252986639,0.001054805,-0.795668583,1,0,1,0
ENSG00000197937,ZNF347,0.060496456,1,0.663644163,-0.591518199,-0.130160615,0.036860964,-0.795455383,1,0,0,0
ENSG00000136935,GOLGA1,-0.040469191,1,0.684824662,-0.546193438,-0.054631553,0.072673309,-0.795419047,1,0,0,0
ENSG00000011114,BTBD7,0.182645244,4.00E-05,0.917252016,-0.124609924,-0.019064456,1,-0.79530841,1,1,0,0
ENSG00000110756,HPS5,0.076997415,1,0.831013751,-0.267055745,-0.053242196,1,-0.79528664,1,0,0,0
ENSG00000231864,AL807752.3,-0.164714028,0.442195996,1.017649745,0.0252411,0.007562628,1,-0.795251355,1,0,0,0
ENSG00000178952,TUFM,-0.052795184,0.479331104,0.678989856,-0.558538075,-0.052631537,0.057064295,-0.79521587,1,0,0,0
ENSG00000171517,LPAR3,0.383121175,0.04885125,0.988761965,-0.016304846,-0.008415148,1,-0.795117638,1,0,0,0
ENSG00000146540,C7orf50,-0.278701617,1.61E-07,0.680632216,-0.555052656,-0.103176013,0.074585578,-0.795114879,1,1,0,0
ENSG00000221983,UBA52,-0.160273533,0.00012788,0.518521897,-0.94752318,-0.124529556,0.00027105,-0.794941232,0.430477275,1,1,0
ENSG00000113396,SLC27A6,0.043245727,1,0.958411805,-0.061282417,-0.058112795,1,-0.794913762,0.943949498,0,0,0
ENSG00000170161,AL512625.1,-0.077679295,1,0.785143381,-0.348971955,-0.101031829,0.88837429,-0.794778533,1,0,0,0
ENSG00000267523,AC008735.2,-0.10603384,1,0.909852753,-0.136295011,-0.054323231,1,-0.794588255,1,0,0,0
ENSG00000149532,CPSF7,0.007911346,1,0.667593677,-0.582957804,-0.043674249,0.045322874,-0.79448658,0.160167905,0,0,0
ENSG00000158526,TSR2,-0.292133423,1.48E-08,0.655979641,-0.608277055,-0.111628295,0.032601438,-0.794368491,0.438785634,1,0,0
ENSG00000258056,AC009779.2,0.105097268,1,0.836895111,-0.256881275,-0.075136937,1,-0.794200315,0.801543094,0,0,0
ENSG00000115165,CYTIP,0.359928268,0.068854192,0.691135746,-0.532958997,-0.258284918,0.086285456,-0.793896773,1,0,0,0
ENSG00000184068,AL021453.1,-0.075485776,0.238787366,0.713997426,-0.486009222,-0.058488549,0.162916211,-0.793803759,0.146218273,0,0,0
ENSG00000198252,STYX,0.020916225,1,0.722283348,-0.469363185,-0.07080698,0.21458894,-0.79363537,0.627901659,0,0,0
ENSG00000120278,PLEKHG1,0.250968674,0.000634924,0.736255625,-0.441721344,-0.104735408,0.295376269,-0.793578345,1,1,0,0
ENSG00000219607,PPP1R3G,0.089179909,1,0.936564401,-0.094549893,-0.033745698,1,-0.793487976,1,0,0,0
ENSG00000254206,NPIPB11,-0.271212411,0.184380654,0.787213756,-0.345172664,-0.145469237,0.82820741,-0.793423337,0.481851098,0,0,0
ENSG00000092871,RFFL,0.037950634,1,0.618583818,-0.692959001,-0.174337357,0.02677315,-0.793359117,0.402506205,0,0,0
ENSG00000066455,GOLGA5,0.045814742,1,0.790834483,-0.338552316,-0.044596579,0.995794154,-0.793246809,0.69147356,0,0,0
ENSG00000127054,INTS11,-0.155379907,0.008309673,0.601445931,-0.733493048,-0.127138666,0.004155618,-0.793140368,1,0,1,0
ENSG00000260114,AC120114.2,-0.041463983,1,0.955888248,-0.065086131,-0.01331868,1,-0.793011211,1,0,0,0
ENSG00000129347,KRI1,-0.023733697,1,0.690215044,-0.534882176,-0.114396681,0.101558153,-0.792948477,0.329053067,0,0,0
ENSG00000012223,LTF,0.968681807,0.000642356,1.029562308,0.042031144,0.039396968,1,-0.792538728,1,1,0,0
ENSG00000107882,SUFU,0.108989006,0.100816082,0.913934441,-0.129837415,-0.020580762,1,-0.792336343,1,0,0,0
ENSG00000196329,GIMAP5,0.353001946,0.000876743,0.685604593,-0.544551321,-0.182925197,0.070316169,-0.792235905,0.861417374,1,0,0
ENSG00000147872,PLIN2,0.233863893,0.20298615,0.690920352,-0.533408686,-0.192750189,0.121775601,-0.792166717,1,0,0,0
ENSG00000168769,TET2,0.048583628,1,0.614701508,-0.70204207,-0.12569978,0.006719362,-0.792149106,0.645861124,0,0,0
ENSG00000159063,ALG8,-0.031811871,1,0.734069547,-0.446011341,-0.040359915,0.278478966,-0.792051872,1,0,0,0
ENSG00000101850,GPR143,0.020121267,1,0.823702112,-0.279805407,-0.080945749,1,-0.792031207,0.96574421,0,0,0
ENSG00000272947,ENSG00000272947,-0.023151292,1,0.802716205,-0.317038073,-0.071573179,1,-0.792004706,0.524640506,0,0,0
ENSG00000164574,GALNT10,0.130184109,0.275098136,0.752815222,-0.409632295,-0.087937852,0.43968838,-0.791920549,0.69264413,0,0,0
ENSG00000273466,AC012510.1,-0.018471236,1,0.692694084,-0.529709743,-0.170646487,0.094515338,-0.791831888,0.974204497,0,0,0
ENSG00000168096,ANKS3,-0.214003965,0.000751088,0.538701391,-0.892442303,-0.172777657,0.000573395,-0.791737891,0.004999155,1,1,1
ENSG00000197114,ZGPAT,-0.119877012,0.222448504,0.649481587,-0.622639469,-0.117285716,0.030634316,-0.791674482,1,0,0,0
ENSG00000136908,DPM2,-0.087543302,0.353950395,0.487760652,-1.035754715,-0.14223179,0.000223418,-0.791507176,0.595102782,0,1,0
ENSG00000168061,SAC3D1,-0.103257927,0.908188037,0.468507667,-1.093855437,-0.214344371,7.41E-05,-0.791423825,0.816581456,0,1,0
ENSG00000169189,NSMCE1,-0.144496951,0.000558119,0.757033063,-0.401571784,-0.054401499,0.554868086,-0.791385749,1,1,0,0
ENSG00000225914,HCG23,-0.072501544,1,0.813241171,-0.29824484,-0.058477676,1,-0.791310066,0.622770996,0,0,0
ENSG00000184990,SIVA1,-0.154217679,0.002085518,0.559146427,-0.838701956,-0.125404108,0.00145655,-0.791083972,0.524262771,1,1,0
ENSG00000157657,ZNF618,0.135384349,0.099527222,0.897230911,-0.156448771,-0.030624874,1,-0.791060655,1,0,0,0
ENSG00000158517,NCF1,-0.06964317,1,0.821497669,-0.283671613,-0.140369414,1,-0.790962327,0.457894435,0,0,0
ENSG00000077420,APBB1IP,-0.105695047,1,0.740692037,-0.433054268,-0.197787528,0.292280816,-0.79084434,1,0,0,0
ENSG00000272807,AC007038.2,-0.179847498,0.022016176,0.767443338,-0.381867857,-0.084209886,0.634844992,-0.790766202,1,0,0,0
ENSG00000198538,ZNF28,0.178065452,0.020540062,1.087140498,0.120538401,0.026496479,1,-0.790660378,1,0,0,0
ENSG00000167977,KCTD5,-0.005319781,1,0.633020253,-0.659676436,-0.08585101,0.051645938,-0.790498172,1,0,0,0
ENSG00000177045,SIX5,0.245216025,0.134414918,0.949839012,-0.074245083,-0.027414828,1,-0.790438483,1,0,0,0
ENSG00000274265,AC245297.3,-0.215493386,1,0.848738498,-0.236607977,-0.115707457,1,-0.790351665,0.663125978,0,0,0
ENSG00000149257,SERPINH1,0.352153257,0.098830952,0.749965277,-0.415104294,-0.207850998,0.486552262,-0.790331775,0.257804035,0,0,0
ENSG00000264272,AC100786.2,-0.164887735,1,0.585441203,-0.772403809,-0.311717928,0.004741961,-0.790133063,1,0,1,0
ENSG00000175356,SCUBE2,0.120236359,0.953172857,0.73774057,-0.438814521,-0.11105394,0.289914329,-0.79004727,1,0,0,0
ENSG00000099385,BCL7C,-0.074038777,1,0.651124938,-0.6189937,-0.167427154,0.043205867,-0.789966196,0.327989997,0,0,0
ENSG00000065135,GNAI3,0.113150044,0.002873243,0.853948631,-0.227778806,-0.027320569,1,-0.789946174,1,0,0,0
ENSG00000205838,TTC23L,-0.124909067,1,0.739502392,-0.43537328,-0.120234075,0.306067275,-0.789945072,1,0,0,0
ENSG00000165458,INPPL1,0.246370225,0.002927358,0.900099688,-0.151843303,-0.039491647,1,-0.7898786,1,1,0,0
ENSG00000162337,LRP5,0.32876549,0.001041888,0.852691765,-0.229903771,-0.074874982,1,-0.789799447,1,1,0,0
ENSG00000001617,SEMA3F,0.397068184,0.005969323,0.851539125,-0.231855278,-0.105220139,1,-0.789799009,1,1,0,0
ENSG00000062370,ZNF112,0.038237058,1,0.913898561,-0.129894054,-0.025603409,1,-0.78971745,0.389368724,0,0,0
ENSG00000080819,CPOX,-0.079860198,1,0.568637166,-0.814419698,-0.21192265,0.001927309,-0.789520879,0.392260992,0,1,0
ENSG00000226029,LINC01772,-0.10282495,1,0.949088234,-0.075385878,-0.017826919,1,-0.789493246,0.132662904,0,0,0
ENSG00000138303,ASCC1,0.078319689,0.826568769,0.774765532,-0.368168323,-0.059412003,0.70374404,-0.789488982,0.5797757,0,0,0
ENSG00000130958,SLC35D2,-0.10161284,1,0.653742584,-0.613205419,-0.207710559,0.123611823,-0.789421307,1,0,0,0
ENSG00000182218,HHIPL1,0.159428355,0.052739678,0.810241027,-0.303576956,-0.064832091,1,-0.789127037,1,0,0,0
ENSG00000123143,PKN1,0.029374979,1,0.721927024,-0.470075086,-0.092103392,0.304837338,-0.788927208,0.738283302,0,0,0
ENSG00000271344,AC018638.6,0.009967336,1,0.81387317,-0.297124105,-0.112220255,1,-0.788834819,1,0,0,0
ENSG00000240583,AQP1,0.166521893,1,0.742802288,-0.428949836,-0.274077461,0.356311921,-0.788568821,1,0,0,0
ENSG00000257167,TMPO-AS1,-0.138582283,0.749655483,0.840755359,-0.250242026,-0.069901528,1,-0.788500084,1,0,0,0
ENSG00000224818,AC096677.2,0.002941468,1,0.661275365,-0.596676939,-0.190709463,0.029403102,-0.788397681,0.446684114,0,0,0
ENSG00000238105,GOLGA2P5,0.038670303,1,0.797903458,-0.325713896,-0.104326047,1,-0.788309429,1,0,0,0
ENSG00000111647,UHRF1BP1L,0.069310398,1,0.758053812,-0.39962783,-0.082640428,0.49372788,-0.788295601,1,0,0,0
ENSG00000135835,KIAA1614,-0.0072653,1,0.839733264,-0.251996958,-0.049188147,1,-0.788230244,0.43262798,0,0,0
ENSG00000089280,FUS,-0.155647956,1.66E-05,0.852752912,-0.229800318,-0.02880417,1,-0.788226037,1,1,0,0
ENSG00000198952,SMG5,0.075044507,0.399794403,0.789863379,-0.34032496,-0.045797354,0.909881585,-0.788119611,1,0,0,0
ENSG00000139291,TMEM19,0.02701126,1,0.840011671,-0.251518723,-0.030856506,1,-0.787896458,0.43129521,0,0,0
ENSG00000273381,AL158071.4,0.015492359,1,0.904858401,-0.144236049,-0.040770337,1,-0.787857463,0.78809525,0,0,0
ENSG00000106144,CASP2,-0.047367027,1,0.634724727,-0.655797049,-0.108235249,0.016837837,-0.787808143,0.43514559,0,0,0
ENSG00000105669,COPE,-0.142016707,0.00148099,0.737471384,-0.439341025,-0.061747639,0.318582688,-0.787491454,0.516264213,1,0,0
ENSG00000167851,CD300A,-0.066934761,1,0.735591347,-0.443023586,-0.204722241,0.310222138,-0.787475201,1,0,0,0
ENSG00000270147,AC068620.2,-0.131868071,1,0.715452386,-0.483072338,-0.141711462,0.1593644,-0.787167714,1,0,0,0
ENSG00000113522,RAD50,-0.018201824,1,0.722188832,-0.469551984,-0.074251296,0.196431314,-0.787040054,0.968316687,0,0,0
ENSG00000110075,PPP6R3,-0.005723128,1,0.678549785,-0.559473425,-0.049605476,0.063335188,-0.787018204,0.457894435,0,0,0
ENSG00000074266,EED,-0.020207108,1,1.140555129,0.189736182,0.020061774,1,-0.786994772,0.393737005,0,0,0
ENSG00000213203,GIMAP1,0.153230104,0.827459989,0.779679774,-0.359046385,-0.113034623,0.705303553,-0.786858173,0.749145677,0,0,0
ENSG00000136436,CALCOCO2,0.172437299,0.005119637,0.810448085,-0.303208322,-0.057267448,1,-0.786769195,0.656654893,0,0,0
ENSG00000164627,KIF6,-0.174412935,1,0.691631757,-0.531923981,-0.197658008,0.09561368,-0.786686568,1,0,0,0
ENSG00000133884,DPF2,-0.027962758,1,0.627022795,-0.673410202,-0.096932037,0.010404898,-0.786686169,0.659382094,0,0,0
ENSG00000257354,AC048341.1,-0.252579983,0.00827098,0.773050066,-0.371366243,-0.105741464,0.637412607,-0.786675704,0.816146427,1,0,0
ENSG00000177000,MTHFR,-0.070135955,0.143623971,1.023100948,0.0329485,0.003533462,1,-0.786609022,0.712385406,0,0,0
ENSG00000163870,TPRA1,-0.032045654,1,0.552337552,-0.85637788,-0.130889095,0.000942558,-0.786354503,0.972104388,0,1,0
ENSG00000186350,RXRA,0.167791987,0.052739678,0.869994572,-0.200921696,-0.045459302,1,-0.786303907,1,0,0,0
ENSG00000215190,LINC00680,-0.087271505,1,0.927934348,-0.107905358,-0.027583225,1,-0.786105783,1,0,0,0
ENSG00000141497,ZMYND15,-0.135227185,1,0.927455099,-0.108650656,-0.036043214,1,-0.786097942,1,0,0,0
ENSG00000184083,FAM120C,0.093032492,0.142309867,0.825698151,-0.276313621,-0.03879052,1,-0.785969781,1,0,0,0
ENSG00000051620,HEBP2,0.333553659,4.57E-08,0.793847245,-0.33306667,-0.073196824,1,-0.78591748,1,1,0,0
ENSG00000272750,AL592148.3,0.088270392,1,0.784271959,-0.350574075,-0.077442881,0.944405122,-0.785886618,0.660761472,0,0,0
ENSG00000103496,STX4,-0.106817758,0.11861084,0.505468846,-0.98430592,-0.142976698,0.000231373,-0.785819955,0.890936898,0,1,0
ENSG00000274177,AC004528.2,-0.178297655,0.018934184,0.620520553,-0.688449098,-0.143672357,0.010851481,-0.785688401,0.601347733,0,0,0
