,gene_symbol,DE,adj_pval_DE,SD_ratio,LFC,DV,adj_pval_DV,DS,adj_pval_DS,de_bs,dv_bs,ds_bs
ENSG00000066651,TRMT11,-0.100814377,0.34661019,0.713163625,-0.487694976,-0.083166143,0.181666861,0.802340622,1,0,0,0
ENSG00000157540,DYRK1A,0.036379973,1,0.676425041,-0.563998025,-0.067082653,0.082492813,0.802898509,1,0,0,0
ENSG00000143499,SMYD2,-0.106744202,1,0.83337116,-0.26296892,-0.090272434,1,0.802918408,4.15E-08,0,0,1
ENSG00000172339,ALG14,-0.103181698,0.021641899,0.865044436,-0.209153851,-0.026621479,1,0.802937002,1,0,0,0
ENSG00000111726,CMAS,-0.142052742,0.301124042,0.930943191,-0.103234963,-0.025102947,1,0.803092072,0.370236211,0,0,0
ENSG00000247626,MARS2,0.173298248,0.025008496,0.602921871,-0.729957031,-0.151100179,0.005284771,0.803138221,0.689016877,0,1,0
ENSG00000117906,RCN2,-0.024816847,1,0.707689006,-0.498812587,-0.083016809,0.144379835,0.803182239,0.88573272,0,0,0
ENSG00000168802,CHTF8,0.088850366,0.019167887,0.64727036,-0.627559653,-0.065991556,0.026788218,0.8032226,0.558820968,0,0,0
ENSG00000157870,FAM213B,0.042874587,1,0.497388464,-1.007555047,-0.182812947,0.000166675,0.803241703,0.694431831,0,1,0
ENSG00000267034,AC010980.2,0.015009803,1,0.601939568,-0.732309442,-0.268150556,0.004747599,0.803377602,0.339371642,0,1,0
ENSG00000204116,CHIC1,-0.083385851,1,0.779333018,-0.359688155,-0.084455204,0.722002743,0.803575964,0.88079712,0,0,0
ENSG00000099995,SF3A1,0.061853002,0.803536179,0.599435542,-0.738323468,-0.089011781,0.004415852,0.803624438,0.990648906,0,1,0
ENSG00000078098,FAP,0.244387659,0.000369134,0.581785938,-0.781439669,-0.167773932,0.002095748,0.803905839,0.578549247,1,1,0
ENSG00000188916,FAM196A,0.029861907,1,0.752080746,-0.411040532,-0.106830415,0.402637582,0.803930538,0.47055765,0,0,0
ENSG00000144736,SHQ1,-0.016357207,1,0.880684111,-0.183303457,-0.021143578,1,0.803986272,1,0,0,0
ENSG00000100344,PNPLA3,0.109852552,1,0.812396863,-0.299743427,-0.085535885,1,0.804289082,0.859477887,0,0,0
ENSG00000006695,COX10,-0.056095937,1,0.844765688,-0.243376857,-0.03484992,1,0.804315438,0.950954582,0,0,0
ENSG00000158467,AHCYL2,0.400317046,5.99E-10,0.904535404,-0.144751122,-0.034429044,1,0.804517147,1,1,0,0
ENSG00000175600,SUGCT,0.02195414,1,0.795387641,-0.33026995,-0.077663124,1,0.804596537,1,0,0,0
ENSG00000100294,MCAT,-0.054630373,1,0.726554817,-0.460856445,-0.096351287,0.24677147,0.804809576,1,0,0,0
ENSG00000214595,EML6,-0.05737946,1,0.648404612,-0.625033743,-0.127768125,0.025057144,0.804853747,0.053052593,0,0,0
ENSG00000101180,HRH3,0.077534173,1,0.590655506,-0.759611156,-0.234692394,0.00297214,0.804994969,0.022385264,0,1,0
ENSG00000233532,LINC00460,-0.174024168,1,0.702920821,-0.508565906,-0.315450334,0.129695102,0.80511189,1,0,0,0
ENSG00000103888,CEMIP,0.626081158,8.04E-07,1.506110769,0.590827879,0.260880016,0.034843304,0.805209889,0.941203475,1,0,0
ENSG00000104219,ZDHHC2,0.300695101,2.02E-06,0.658999736,-0.601650207,-0.13083456,0.034334539,0.805365828,0.390066549,1,0,0
ENSG00000164332,UBLCP1,-0.147171011,0.133724776,0.876756332,-0.18975215,-0.041923509,1,0.805390143,1,0,0,0
ENSG00000112146,FBXO9,-0.183876806,0.005092866,0.742350199,-0.429828166,-0.084915529,0.368386936,0.806080639,0.968307994,1,0,0
ENSG00000204961,PCDHA9,-0.080200582,1,0.784609648,-0.349953019,-0.088375776,0.885470497,0.806403455,0.297830056,0,0,0
ENSG00000182389,CACNB4,-0.161450816,1,0.796008136,-0.329144918,-0.131357815,1,0.806517177,3.51E-06,0,0,1
ENSG00000253645,AC108863.1,0.180666581,0.361850495,0.521581051,-0.939036638,-0.274926043,0.000388266,0.806649109,0.030425653,0,1,0
ENSG00000214796,AC098934.1,0.007294201,1,0.670534778,-0.576615934,-0.178103494,0.060843168,0.806772247,0.321580707,0,0,0
ENSG00000070761,CFAP20,-0.04392645,1,0.836416228,-0.257707042,-0.039356057,1,0.806867403,1,0,0,0
ENSG00000184545,DUSP8,0.012671181,1,0.741973513,-0.430560408,-0.093845781,0.314958514,0.806995797,0.436592488,0,0,0
ENSG00000066557,LRRC40,-0.09839495,0.841939994,0.956093848,-0.064775858,-0.013210733,1,0.807784009,1,0,0,0
ENSG00000198933,TBKBP1,0.019982651,1,0.50489844,-0.985934876,-0.201532004,0.000127594,0.807995553,0.876928659,0,1,0
ENSG00000110925,CSRNP2,0.018718847,1,0.858928926,-0.219389337,-0.030082098,1,0.808003671,1,0,0,0
ENSG00000100321,SYNGR1,-0.099020952,1,0.80679525,-0.309725505,-0.098205445,1,0.808267559,1,0,0,0
ENSG00000089220,PEBP1,-0.143865451,0.001261684,0.883427164,-0.178816901,-0.025864854,1,0.808326162,0.511029705,1,0,0
ENSG00000140961,OSGIN1,0.244932322,0.204332498,1.025381935,0.036161386,0.014290911,1,0.808663844,0.527933093,0,0,0
ENSG00000277957,SENP3-EIF4A1,0.075167505,0.632734949,0.701214924,-0.512071394,-0.073071784,0.111374163,0.808782274,0.802917242,0,0,0
ENSG00000144331,ZNF385B,0.07295208,1,0.623635852,-0.681224226,-0.27894379,0.01074961,0.808804368,0.00025636,0,0,1
ENSG00000206418,RAB12,-0.024763958,1,0.888701857,-0.170228592,-0.026480676,1,0.808948381,1,0,0,0
ENSG00000260804,LINC01963,-0.030905527,1,0.88998643,-0.168144755,-0.046804202,1,0.809065502,0.430410219,0,0,0
ENSG00000067840,PDZD4,-0.054804949,1,0.528627673,-0.919676146,-0.224039741,0.000756695,0.809185868,0.490641994,0,1,0
ENSG00000265179,AP000894.2,-0.554134084,0.00115562,0.834300436,-0.261361096,-0.145719406,1,0.809197071,0.207294168,1,0,0
ENSG00000112763,BTN2A1,0.046175778,1,0.473539102,-1.078444535,-0.154873092,2.32E-05,0.809292888,0.249139179,0,1,0
ENSG00000272031,ANKRD34A,-0.035177268,1,0.84083528,-0.250104892,-0.092060333,1,0.809577025,0.248450445,0,0,0
ENSG00000158186,MRAS,0.451406558,1.09E-10,1.110867451,0.151686684,0.039643258,1,0.810325096,0.415601103,1,0,0
ENSG00000105223,PLD3,-0.098806782,1,0.81993997,-0.286409805,-0.072956303,1,0.810578465,1,0,0,0
ENSG00000164440,TXLNB,0.106137064,1,0.670315534,-0.577087728,-0.186868967,0.056727349,0.810895995,0.666410898,0,0,0
ENSG00000177181,RIMKLA,-0.015346078,1,0.765904085,-0.384764362,-0.138916259,0.663358,0.81113635,0.0385245,0,0,0
ENSG00000100628,ASB2,-0.120609419,1,0.622688665,-0.683417078,-0.322531906,0.012499246,0.811806373,0.765824736,0,0,0
ENSG00000119147,C2orf40,0.370296798,0.003609108,2.178902017,1.123601322,0.404456071,1.41E-05,0.811806661,0.235362597,1,1,0
ENSG00000169032,MAP2K1,0.05372839,1,0.7587077,-0.398383915,-0.138765315,0.678272079,0.811900238,0.676302526,0,0,0
ENSG00000254553,AL033529.1,0.046708331,1,0.653391962,-0.613979387,-0.106684021,0.032001111,0.812088807,1,0,0,0
ENSG00000181215,C4orf50,0.15051922,1,0.68522441,-0.545351549,-0.207025562,0.060897359,0.812177638,0.215961866,0,0,0
ENSG00000132423,COQ3,-0.122869387,0.055564865,0.772455468,-0.372476331,-0.061166967,0.657497147,0.812484727,1,0,0,0
ENSG00000056277,ZNF280C,-0.003936165,1,0.608926774,-0.715659346,-0.081626725,0.005752489,0.812501383,0.585517565,0,0,0
ENSG00000183691,NOG,0.333936876,9.74E-05,1.088215753,0.121964618,0.035716777,1,0.812637456,0.085206368,1,0,0
ENSG00000053524,MCF2L2,0.325307991,0.001327504,0.558917058,-0.83929389,-0.256786257,0.003583865,0.812704903,0.380316562,1,1,0
ENSG00000162613,FUBP1,0.086784409,1,0.619777185,-0.690178447,-0.124969921,0.009391553,0.81271421,1,0,0,0
ENSG00000125630,POLR1B,0.065662494,0.335220425,0.903596384,-0.146249598,-0.016637364,1,0.812937634,0.821022234,0,0,0
ENSG00000142192,APP,-0.020954726,1,0.805609247,-0.311847851,-0.067726917,1,0.813186516,0.518491855,0,0,0
ENSG00000143013,LMO4,0.019739562,1,0.728895459,-0.456216183,-0.131875059,0.24845803,0.813414658,0.960153623,0,0,0
ENSG00000088727,KIF9,-0.172842489,0.000275501,0.656887477,-0.606281833,-0.092941626,0.033113401,0.813874065,0.753697066,1,0,0
ENSG00000251602,AL928654.1,-0.01779879,1,0.750007238,-0.415023577,-0.080675886,0.609824288,0.81417453,0.24404287,0,0,0
ENSG00000113456,RAD1,0.015530503,1,0.676219323,-0.564436853,-0.094995617,0.058053037,0.814187041,1,0,0,0
ENSG00000156140,ADAMTS3,0.057024275,1,0.579545872,-0.787005237,-0.395416079,0.001785516,0.8143903,0.552050742,0,1,0
ENSG00000203280,AL022323.1,-0.074651105,1,0.593022598,-0.753841014,-0.321114327,0.004736938,0.814815224,0.191386006,0,1,0
ENSG00000164465,DCBLD1,-0.100782076,1,0.774940934,-0.367841743,-0.101155883,0.832331051,0.814954018,1,0,0,0
ENSG00000168032,ENTPD3,-0.272449467,0.420373187,0.786176156,-0.347075486,-0.171342863,0.835096238,0.815165729,0.527784227,0,0,0
ENSG00000267396,AC090236.1,0.188007673,1,0.491469668,-1.024825715,-0.426589334,6.73E-05,0.815306879,0.319489704,0,1,0
ENSG00000176236,C10orf111,0.05045685,1,0.890019704,-0.168090819,-0.052444361,1,0.816031881,0.448071434,0,0,0
ENSG00000134287,ARF3,-0.068472739,1,0.814685904,-0.295684148,-0.062652352,1,0.816188244,1,0,0,0
ENSG00000162576,MXRA8,-0.013880355,1,1.325977476,0.407056269,0.093700471,0.417196989,0.816462607,1,0,0,0
ENSG00000161204,ABCF3,-0.069069641,0.298634588,0.682960561,-0.550125826,-0.062708655,0.0579184,0.816710425,0.266740382,0,0,0
ENSG00000163636,PSMD6,0.033992857,1,0.836124862,-0.258209693,-0.022081675,1,0.816748004,0.670923727,0,0,0
ENSG00000157764,BRAF,-0.04291318,1,0.776321844,-0.365273213,-0.069827934,0.714772882,0.816751523,0.5598971,0,0,0
ENSG00000270106,TSNAX-DISC1,0.032300632,1,0.619080177,-0.69180183,-0.226357468,0.010150797,0.816969264,0.008564795,0,0,1
ENSG00000124659,TBCC,-0.115678058,0.388179035,0.874128886,-0.19408208,-0.039750479,1,0.81701832,0.972104388,0,0,0
ENSG00000150961,SEC24D,0.209665568,0.003275116,0.683898428,-0.548146023,-0.119950261,0.087215436,0.817421227,0.02599224,0,0,0
ENSG00000054277,OPN3,0.000519329,1,0.729763471,-0.454499157,-0.178990396,0.331126549,0.817538847,0.008609704,0,0,1
ENSG00000244038,DDOST,-0.025982718,1,0.899171907,-0.153331132,-0.017730693,1,0.817619652,0.5797757,0,0,0
ENSG00000162104,ADCY9,0.14918227,0.001397077,0.932848868,-0.100284727,-0.015154571,1,0.818167494,1,0,0,0
ENSG00000131378,RFTN1,0.009550522,1,0.800191942,-0.321581994,-0.084753634,1,0.818420628,0.766041767,0,0,0
ENSG00000267673,FDX2,-0.199017805,0.002629608,0.574592951,-0.7993878,-0.156993277,0.001325873,0.818522095,0.281793365,1,1,0
ENSG00000168259,DNAJC7,-0.092171688,0.007316717,0.808725505,-0.306277984,-0.031681843,1,0.818531271,1,0,0,0
ENSG00000231305,AC112484.1,-0.004644916,1,0.868785991,-0.202927255,-0.066258555,1,0.818617322,0.595102782,0,0,0
ENSG00000102466,FGF14,-0.036321018,1,0.744030572,-0.426566193,-0.149227169,0.34874028,0.818680622,0.000388253,0,0,1
ENSG00000138078,PREPL,-0.102488309,1,0.893127563,-0.163061849,-0.052892637,1,0.81874438,0.434029277,0,0,0
ENSG00000104112,SCG3,-0.095456796,1,0.641590853,-0.640274522,-0.18058565,0.020991476,0.818916739,0.600337102,0,0,0
ENSG00000163155,LYSMD1,-0.029482039,1,0.752845615,-0.409574051,-0.045840422,0.44138276,0.81977158,1,0,0,0
ENSG00000256802,AC022613.1,0.036815635,1,0.646362153,-0.62958537,-0.146420139,0.025475268,0.819815665,1,0,0,0
ENSG00000108666,C17orf75,-0.098445138,0.328638505,0.704469688,-0.505390463,-0.08340172,0.130170114,0.820014197,1,0,0,0
ENSG00000166171,DPCD,-0.153170458,0.028156787,0.645597285,-0.631293583,-0.117693442,0.022023726,0.820029992,0.852289395,0,0,0
ENSG00000211772,TRBC2,-0.38084617,0.007014512,0.738910453,-0.436528557,-0.184010478,0.292938014,0.820040164,0.552050742,1,0,0
ENSG00000169432,SCN9A,-0.008914661,1,0.653504029,-0.613731965,-0.160333346,0.04371599,0.820357331,0.299382133,0,0,0
ENSG00000000457,SCYL3,-0.025030435,1,0.977953057,-0.032162879,-0.00518096,1,0.820399286,0.445227426,0,0,0
ENSG00000226852,ENSG00000226852,0.399260732,0.012952826,0.534978615,-0.902446871,-0.366761474,0.001133762,0.820453356,0.257192961,1,1,0
ENSG00000272148,AC013403.2,-0.133963233,0.053211196,0.890193877,-0.167808517,-0.030499279,1,0.820660438,0.37152292,0,0,0
ENSG00000140105,WARS,0.010227899,1,1.088097284,0.12180755,0.028723244,1,0.820687022,0.885236038,0,0,0
ENSG00000073536,NLE1,-0.054231078,1,0.931431131,-0.102478992,-0.014108841,1,0.820743424,1,0,0,0
ENSG00000168081,PNOC,-0.736324349,1.27E-05,0.771480359,-0.374298666,-0.218237937,0.657357265,0.820841413,0.409755189,1,0,0
ENSG00000139645,ANKRD52,-0.017581158,1,1.091065078,0.125737156,0.014011142,1,0.821388224,1,0,0,0
ENSG00000131398,KCNC3,-0.095306975,1,0.775136743,-0.367477254,-0.116349526,0.6857251,0.821456601,0.412392125,0,0,0
ENSG00000151468,CCDC3,0.205360456,0.110529255,0.706063386,-0.502130389,-0.150484213,0.12737905,0.821464227,1,0,0,0
ENSG00000253200,AC037459.3,0.02765593,1,0.596135246,-0.746288421,-0.146227934,0.004149996,0.821497702,0.666889744,0,1,0
ENSG00000197147,LRRC8B,-0.185244279,0.303460511,0.744911535,-0.424858992,-0.128140675,0.645615536,0.821737093,1,0,0,0
ENSG00000169035,KLK7,0.067488273,1,0.63168821,-0.662715449,-0.350279264,0.013296427,0.821942066,0.670923727,0,0,0
ENSG00000182768,NGRN,-0.025796645,1,0.67368038,-0.56986381,-0.098241619,0.076272049,0.821967659,0.543651627,0,0,0
ENSG00000135298,ADGRB3,0.028042444,1,0.674789034,-0.567491566,-0.140310816,0.083136375,0.822051665,1.90E-05,0,0,1
ENSG00000150995,ITPR1,0.038520538,1,0.678626596,-0.559310124,-0.235316851,0.076271666,0.82211405,3.35E-06,0,0,1
ENSG00000262302,AC003688.1,0.103069712,0.411805957,0.84177358,-0.248495865,-0.045900342,1,0.822143107,0.597081646,0,0,0
ENSG00000177628,GBA,0.019823257,1,0.700837291,-0.512848552,-0.094375288,0.120291535,0.822163535,0.54930673,0,0,0
ENSG00000273398,AC017083.3,0.008299957,1,0.766841671,-0.382999359,-0.139816512,0.578083806,0.822187959,0.078638457,0,0,0
ENSG00000118096,IFT46,0.008454479,1,0.732581777,-0.44893828,-0.051852928,0.259265861,0.822311988,1,0,0,0
ENSG00000124107,SLPI,1.282923082,7.85E-06,2.083318877,1.058883678,0.983058248,4.49E-05,0.822448521,0.802917242,1,1,0
ENSG00000174332,GLIS1,0.173836098,0.373373578,0.666605916,-0.585093973,-0.172579537,0.039552394,0.822525646,0.330320273,0,0,0
ENSG00000085377,PREP,-0.085090098,1,0.835990924,-0.258440814,-0.062663536,1,0.822789853,0.002214866,0,0,1
ENSG00000169139,UBE2V2,-0.160226683,0.080358365,0.910052329,-0.135978591,-0.031078898,1,0.823254681,3.03E-12,0,0,1
ENSG00000139874,SSTR1,-0.041117012,1,0.67251759,-0.572356093,-0.241034651,0.054233986,0.82355703,0.507609306,0,0,0
ENSG00000006007,GDE1,-0.017495972,1,0.633081642,-0.659536534,-0.078715269,0.011667096,0.823608402,0.178791179,0,0,0
ENSG00000235109,ZSCAN31,0.132169064,1,0.953499886,-0.06869533,-0.020447451,1,0.823748443,0.594271657,0,0,0
ENSG00000100077,GRK3,-0.063774727,1,0.806520266,-0.31021731,-0.097734014,1,0.824152896,0.109621328,0,0,0
ENSG00000048544,MRPS10,-0.04055982,1,0.798666429,-0.324335023,-0.040998111,1,0.824276932,0.819184713,0,0,0
ENSG00000170315,UBB,-0.018670156,1,1.003434353,0.004946236,0.000643347,1,0.824359441,0.795824357,0,0,0
ENSG00000168288,MMADHC,0.076233224,0.619889802,0.619795143,-0.690136645,-0.097443584,0.011436556,0.824458592,0.611056137,0,0,0
ENSG00000232903,LINC01166,-0.362868002,0.095328887,1.024534233,0.03496819,0.018342592,1,0.824702825,1,0,0,0
ENSG00000006128,TAC1,-0.603887114,0.009752562,0.832899537,-0.263785604,-0.184836667,1,0.824776417,0.819762981,1,0,0
ENSG00000119661,DNAL1,0.02869302,1,0.606627296,-0.72111768,-0.101436576,0.007230351,0.824777381,1,0,0,0
ENSG00000264198,ENSG00000264198,0.08896774,1,0.753368959,-0.408571503,-0.158412854,0.471688889,0.824984614,1,0,0,0
ENSG00000154447,SH3RF1,0.03029186,1,0.598891307,-0.739633902,-0.106317051,0.004148572,0.825070698,0.393737005,0,1,0
ENSG00000171759,PAH,0.177070823,0.437365261,0.890012584,-0.168102361,-0.054277287,1,0.825097798,0.002859835,0,0,1
ENSG00000170502,NUDT9,0.111446521,0.046489549,0.949765593,-0.074356602,-0.011077182,1,0.825340528,1,0,0,0
ENSG00000144566,RAB5A,0.022595538,1,0.895047204,-0.159964324,-0.019137301,1,0.82595311,0.888812021,0,0,0
ENSG00000272921,AC005832.4,0.110985272,1,0.552798415,-0.855174616,-0.208402961,0.000978956,0.826111705,0.319562552,0,1,0
ENSG00000145075,CCDC39,-0.019364381,1,0.537718955,-0.895075766,-0.231541324,0.001322286,0.827144489,1,0,1,0
ENSG00000182621,PLCB1,-0.139245721,1,0.761621469,-0.392853947,-0.155447299,0.561513211,0.827343013,1,0,0,0
ENSG00000203727,SAMD5,0.039150655,1,0.633974163,-0.65750405,-0.244443014,0.016221465,0.827517654,1,0,0,0
ENSG00000170390,DCLK2,0.173307071,0.000120035,0.605159937,-0.724611613,-0.105439829,0.006298143,0.8278847,0.104471226,1,0,0
ENSG00000246273,SBF2-AS1,0.103226288,0.201427862,0.777161288,-0.363714056,-0.059087054,0.723494309,0.828971999,1,0,0,0
ENSG00000135931,ARMC9,0.055872462,1,0.851320184,-0.232226259,-0.054114856,1,0.828987628,0.676532473,0,0,0
ENSG00000270172,ENSG00000270172,-0.107971336,0.989788628,0.5881299,-0.765793257,-0.169473478,0.003361867,0.82905401,0.85423552,0,1,0
ENSG00000198015,MRPL42,-0.110948356,0.010330623,0.800926561,-0.32025813,-0.040827872,1,0.829145812,0.45158494,0,0,0
ENSG00000197562,RAB40C,-0.115379491,0.457336975,0.745790911,-0.423156881,-0.08762255,0.376122752,0.829305666,0.934948017,0,0,0
ENSG00000168000,BSCL2,-0.131105429,1,0.759450282,-0.396972575,-0.116592005,0.509339087,0.829440463,0.829039229,0,0,0
ENSG00000137996,RTCA,-0.094955557,0.19789805,0.980537097,-0.028355881,-0.004292646,1,0.82950181,0.008669684,0,0,1
ENSG00000061676,NCKAP1,0.119298104,0.570540441,0.677267639,-0.562202033,-0.122638849,0.115076702,0.829513346,1,0,0,0
ENSG00000197956,S100A6,0.255689225,0.001476148,0.964176928,-0.052630187,-0.013799244,1,0.829854815,0.935451645,1,0,0
ENSG00000259948,AC124068.1,0.19225789,0.00563304,0.476031672,-1.07087053,-0.206129944,4.18E-05,0.830075601,0.088683024,0,1,0
ENSG00000128606,LRRC17,-0.05935542,1,0.974585006,-0.037140068,-0.011292958,1,0.83011394,0.477785775,0,0,0
ENSG00000087448,KLHL42,-0.057510531,1,0.673044663,-0.57122585,-0.112916125,0.054105943,0.830241194,1,0,0,0
ENSG00000136603,SKIL,0.022734653,1,0.806365999,-0.310493286,-0.034123058,1,0.830281735,1,0,0,0
ENSG00000170027,YWHAG,-0.115138014,1,0.845860071,-0.241509073,-0.094785228,1,0.830389511,0.576566537,0,0,0
ENSG00000079332,SAR1A,-0.05691409,0.337695109,1.02137355,0.030510603,0.003015982,1,0.830490624,1,0,0,0
ENSG00000144596,GRIP2,-0.246797583,0.194861788,0.792478694,-0.335555946,-0.131619307,0.958602537,0.83059312,0.43514559,0,0,0
ENSG00000036530,CYP46A1,-0.013892008,1,0.588191121,-0.765643088,-0.193480129,0.002923971,0.830665426,0.492738596,0,1,0
ENSG00000267216,AC020915.1,-0.086677247,0.001477704,0.967289392,-0.047980517,-0.00413965,1,0.83097576,1,0,0,0
ENSG00000241945,PWP2,-0.353691441,1,1.050402041,0.070941624,0.059183093,1,0.831228186,1,0,0,0
ENSG00000135622,SEMA4F,-0.058163556,1,0.812857181,-0.298926202,-0.079602253,1,0.831256729,0.885236038,0,0,0
ENSG00000131171,SH3BGRL,0.030661726,1,0.66770053,-0.58272691,-0.079341131,0.044186212,0.831411116,0.345828267,0,0,0
ENSG00000171208,NETO2,-0.129118646,0.147592319,0.806542595,-0.310177368,-0.060657816,1,0.831497777,0.865361493,0,0,0
ENSG00000164236,ANKRD33B,0.172512263,1,0.670841306,-0.575956572,-0.234352475,0.062824938,0.831506707,0.865776759,0,0,0
ENSG00000108187,PBLD,-0.033712072,1,1.124350237,0.169091507,0.046378639,1,0.831596597,1,0,0,0
ENSG00000254783,AP003084.1,0.211556392,0.00572471,0.836794878,-0.257054075,-0.060296767,1,0.831722841,0.776149441,0,0,0
ENSG00000141030,COPS3,-0.055977133,1,0.927180812,-0.109077385,-0.017704551,1,0.831803524,0.248450445,0,0,0
ENSG00000276023,DUSP14,0.088053989,0.905069816,0.516742125,-0.952483597,-0.162629314,0.00014882,0.83188611,0.975314897,0,1,0
ENSG00000113387,SUB1,-0.208030068,0.005355729,0.901689576,-0.149297252,-0.034537516,1,0.831964745,3.95E-08,1,0,1
ENSG00000104738,MCM4,-0.055826632,1,0.944644536,-0.082156541,-0.019180486,1,0.831995278,0.767767035,0,0,0
ENSG00000198498,TMA16,-0.086095041,0.349159317,0.950777167,-0.072820838,-0.011083302,1,0.832111103,1,0,0,0
ENSG00000186594,MIR22HG,0.025065775,1,0.737015741,-0.440232662,-0.108799244,0.293818965,0.832162082,1,0,0,0
ENSG00000122417,ODF2L,-0.112058311,0.188344867,0.763974512,-0.388403588,-0.067923836,0.652617264,0.832320975,0.694333618,0,0,0
ENSG00000163950,SLBP,-0.043182099,1,0.853419328,-0.228673311,-0.042900875,1,0.832523942,0.003590344,0,0,1
ENSG00000260032,NORAD,-0.177542742,1.77E-05,0.948972029,-0.075562531,-0.010931026,1,0.832560608,0.535856708,1,0,0
ENSG00000151632,AKR1C2,0.597709121,2.04E-10,1.494317335,0.579486553,0.196479531,0.042814928,0.83311044,0.834262412,1,0,0
ENSG00000174442,ZWILCH,-0.106287177,1,0.784095078,-0.350899491,-0.095248669,1,0.833268503,1,0,0,0
ENSG00000022567,SLC45A4,0.132857759,1,0.751232716,-0.412668201,-0.129835236,0.406308346,0.833346751,0.907219735,0,0,0
ENSG00000136059,VILL,-0.06124212,1,0.730673292,-0.452701621,-0.089803902,0.242188089,0.833638038,0.651026867,0,0,0
ENSG00000179097,HTR1F,0.353064583,0.023677171,0.505254532,-0.984917738,-0.400079098,0.000159798,0.83376268,0.643252089,1,1,0
ENSG00000138311,ZNF365,-0.153467187,1,0.914019096,-0.129703788,-0.046652617,1,0.834076191,0.30999001,0,0,0
ENSG00000167754,KLK5,-0.006703726,1,0.649418212,-0.622780252,-0.367663389,0.036530023,0.834451989,0.585280512,0,0,0
ENSG00000184575,XPOT,0.143496746,7.55E-06,1.017756647,0.025392644,0.002866151,1,0.83457201,1,1,0,0
ENSG00000182050,MGAT4C,-0.052769511,1,0.723940898,-0.466056174,-0.120825775,0.250315117,0.834787806,0.571760013,0,0,0
ENSG00000134504,KCTD1,0.026486179,1,0.726958559,-0.460054971,-0.116087663,0.203122073,0.83488441,0.326062237,0,0,0
ENSG00000133116,KL,0.230229802,0.02830495,0.60956545,-0.714146961,-0.198370112,0.007085262,0.834885046,0.314357817,0,0,0
ENSG00000270704,AC124312.4,0.053762969,1,0.89871854,-0.15405873,-0.050223504,1,0.835113755,0.926225519,0,0,0
ENSG00000008256,CYTH3,0.062081952,1,0.523208767,-0.934541381,-0.121016622,0.000275991,0.835365119,0.4034234,0,1,0
ENSG00000166886,NAB2,0.042780306,1,0.604693754,-0.725723418,-0.125743648,0.005579753,0.835373967,1,0,1,0
ENSG00000144647,POMGNT2,0.139389282,0.130095139,0.58937295,-0.762747246,-0.150936264,0.003342621,0.835381958,0.733582824,0,1,0
ENSG00000105983,LMBR1,0.079858056,0.90640719,0.533782828,-0.9056752,-0.141280979,0.000519134,0.835452616,1,0,1,0
ENSG00000156011,PSD3,0.039962548,1,0.709902692,-0.49430681,-0.154898655,0.312192418,0.835566237,1,0,0,0
ENSG00000180035,ZNF48,-0.08156373,0.721642038,0.749242676,-0.416495019,-0.067041505,0.371564418,0.835661132,1,0,0,0
ENSG00000196511,TPK1,-0.049587893,1,0.899496706,-0.152810096,-0.023747433,1,0.836743897,1,0,0,0
ENSG00000162639,HENMT1,-0.135708119,0.87323801,0.848375328,-0.237225429,-0.068736908,1,0.836762444,0.207270973,0,0,0
ENSG00000135930,EIF4E2,-0.038297931,1,0.790524869,-0.339117246,-0.042556033,0.842574872,0.836822709,0.331901707,0,0,0
ENSG00000196482,ESRRG,0.068727982,1,0.655927338,-0.608392089,-0.219700602,0.027934039,0.837126905,1,0,0,0
ENSG00000112294,ALDH5A1,-0.021179979,1,0.762045951,-0.3920501,-0.065890963,0.498257359,0.837284012,0.000403397,0,0,1
ENSG00000068615,REEP1,-0.170910295,1,0.805661834,-0.311753682,-0.12549284,1,0.837286993,0.496022519,0,0,0
ENSG00000150667,FSIP1,0.029902028,1,0.542616728,-0.88199457,-0.266531984,0.000770211,0.837403771,0.481172442,0,1,0
ENSG00000165355,FBXO33,0.046518409,1,0.809349146,-0.305165892,-0.058428186,1,0.837469971,1,0,0,0
ENSG00000221923,ZNF880,-0.0050194,1,1.186376102,0.246561442,0.063310956,1,0.837580953,0.950954582,0,0,0
ENSG00000175395,ZNF25,-0.121724936,1,0.860517125,-0.216724191,-0.060101346,1,0.838547081,0.033927415,0,0,0
ENSG00000171992,SYNPO,0.069409358,1,0.612121625,-0.708109758,-0.231515737,0.006823453,0.838833411,0.492810119,0,0,0
ENSG00000114554,PLXNA1,0.037199101,1,0.780749355,-0.357068622,-0.077193796,0.812934176,0.83901331,1,0,0,0
ENSG00000104361,NIPAL2,-0.061754808,1,0.695133825,-0.524637347,-0.169086231,0.100844477,0.839183109,1.55E-07,0,0,1
ENSG00000085365,SCAMP1,-0.018170944,1,0.872747285,-0.196364131,-0.045755071,1,0.839572375,0.148241873,0,0,0
ENSG00000156804,FBXO32,0.147574094,0.146365337,0.733360448,-0.447405634,-0.098437365,0.266229375,0.839873607,0.249925558,0,0,0
ENSG00000151502,VPS26B,0.073442074,0.689220699,0.674552946,-0.567996408,-0.080201157,0.050071964,0.840174432,0.89493722,0,0,0
ENSG00000198963,RORB,0.186993719,1,0.59182476,-0.756758039,-0.295643619,0.003594832,0.840643018,1,0,1,0
ENSG00000066382,MPPED2,-0.064543213,1,0.704238012,-0.505864994,-0.12235724,0.13882766,0.840682045,0.019392353,0,0,1
